obs_cancelamento;data_cancelamento
CLIENTE CANCELADA. ESTÁ INSATISFEITA COM O SERVIÇO EM SUA RESIDÊNCIA, DIZ QUE O SINAL CAI MUITO. FOI PROPOSTA UMA VISITA TÉCNICA, MAS A CLIENTE JÁ INSTALOU OUTRO PROVEDOR. NÃO TEVE INTERESSE EM TRANSFERIR A TITULARIDADE.↵EQUIPAMENTOS FORAM ENTREGUES.;23/01/2024
EQUIPAMENTO REMOVIDO. ↵↵FILHO DO TITULAR SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE O PONTO ESTÁ SEM USO, REALIZADO CONTATO COM O TITULAR, MAS O MESMO NÃO DEU CONTINUIDADE AO ATENDIMENTO. INFORMADO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇÃO DE EQUIPAMENTO.;14/04/2023
CLIENTE NÃO RETIDA. SOLICITOU CANCELAMENTO VIA PLATAFORMA POR MUDANÇA DE ESTADO. OFERTADA E NÃO ACEITA MUDANÇA DE TITULARIDADE. CIENTE DO FINACEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;21/06/2024
CLIENTE SOLICITOU CANCELAMENTO SEM INFORMAR MOTIVOS. REALIZADO CONTATO, CLIENTE INFORMA INSATISFAÇÃO POR TEREM RETIRADO O EQUIPAMENTO. OFERECIDO ATIVAÇÃO, MAS O MESMO OPTOU PELO CANCELAMENTO;10/06/2022
CANCELADO POR TROCA DE TITULARIDADE.;24/03/2022
CLIENTE NÃO RETIDA. SOLICITOU CANCELAMENTO VIA PLATAFORMA POR MOTIVO SEM USO POIS QUEM USAVA ERA OUTRA PESSOA. OFERTADA E NÃO ACEITA MUDANÇA DE TITULARIDADE/SUSPENSÃO TEMPORÁRIA. CIENTE DO FINACEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;02/09/2024
Cliente solicitou cancelamento do contrato informando falta de uso. A mesma não respondeu ao contato feito pelo setor de retenção.;17/07/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE ESTA SE MUDANNDO PARA OUTRO ESTADO. FOI OFERECIDO ATIVAÇÃO EM OUTRO ENDEREÇO, TROCA DE TITULARIDADE, MAS A MESMA OPTOU PELO CANCELAMENTO. FICOU CIENTE DO FINANCEIRO. DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇÃO DO EQUIPAMENTO.;01/08/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO TROCA DE PROVEDOR. REALIZADO CONTATO, OFERECIDO ALTERAÇÃO DE PLANO + ADESAÕ DE TV. CLEINTE INFORMA QUE O OUTRO PROVADOR ESTÁ ATIVO E OPTOU PELO CANCELAMENTO. CIENTE DO FINANCEIRO DO CONTRATO. PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;02/02/2022
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE ESTÁ INDO PASSAR UNS DIAS NO SITIO. INFORMOU QUE NÃO VAI FICAR NINGUÉM NO ENDEREÇO PARA UTILIZAR O SERVIÇO. OFERECIDO A CLIENTE SUSPENSÃO TEMPORARIA DO SERVIÇO, CLIENTE ACEITOU. CIENTE DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;13/12/2021
CLIENTE VIA PLATAFORMA DESEJA CANCELAMENTO DO SERVIÇO POIS CONTRATOU CONCORRENCIA, NÃO ACEITOU OFERTAS.;01/07/2024
CLIENTE VIA PLATAFORMA DESEJA CANCELAMENTO ALEGANDO NÃO TER MAIS UTILIZAÇÃO, REALIZADAS OFERTAS PORÉM NÃO QUIS, CIENTE DO PROPORCIONAL).;10/04/2024
CLIENTE HAVIA PEDIDO CANCELAMENTO DO SERVIÇO EM 27/01/2024 PORÉM SOLICITAÇÃO FOI ABERTA ERRADAMENTE, EM CONTATO NÃO ACEITOU OFERTAS.;01/03/2024
MUDANÇA DE TITULARIDADE PARA: JOYCE MAYARA DE ARAUJO LUCIO ↵CPF: 110.997.224-54;11/04/2024
EQUIPAMENTO REMOVIDO.;17/02/2023
CLIENTE VIA PLATAFORMA DESEJA CANCELAMENTO DO SERVIÇO POIS CONTRATOU CONCORRENTE, NÃO ACEITOU OFERTAS.;09/05/2024
CLIENTE ESTAVA EM SUPENSÃO TEMPORÁRIA, TENTADO CONTATO PARA REATIVAÇÃO E NÃO DEU RETORNO. SEM FINANCEIRO E SEM PENDÊNCIA DE EQUIPAMENTO.;22/06/2024
CANCELADO POR INADIMPLÊNCIA;24/11/2021
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, INFORMANDO INSATISFAÇÃO COM A CONEXÃO. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE, PWLA NOSSA ATENDENTE. MAS, O CLIENTE OPTA SOMENTE PELO CANCELAMENTO. (TENTATIVAS DE CONTATO SEM SUCESOS) CIENTE DO PRAZO DE ATÉ 3 MESES. CIENTE DA REMOÇÃO DE EQUIPAMENTO.;24/08/2022
CANCELADO POR TROCA DE TITULAR.;05/10/2022
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE A PESSO QUE UTILIZAVA O SERVIÇO NO LOCAL SE MUDOU, E NÃO INFORMOU SE GOSTARIA DE REALIZAR MUDANÇA DE ENDEREÇO. TITULAR INFORMA QUE A CASA VAI FICAR FECHADA. CIENTE DO FINANCEIRO DO CONTRATO.;09/12/2021
Importado Cancelado do SGP;19/10/2022
CLIENTE VIA PLATAFORMA PEDE ANCELAMENTO DO CONTRATO POIS ESTÁ COM PROBLEMAS FINANCEIROS DEVIDO A SAÚDE, NÃO ACEITOU OFERTAS.;27/05/2024
Importado Cancelado do SGP;15/07/2022
CANCELADO POR MUDANÇA DE TITULARIDADE.;02/04/2022
Importado Cancelado do SGP;16/07/2022
CANCELAMENTO POR MUDANÇA DE TITULARIDADE.;23/08/2022
Importado Cancelado do SGP;15/07/2022
CLIENTE VIA ESCRITÓRIO INFORMA QUE DESEJA CANCELAMENTO POIS INTERNET NÃO FUNCIONA, CIENTE DO FINANCEIRO.;15/02/2024
Cliente solicitou cancelamento informando falta de uso. Foi proposta a melhoria do plano atual (75mb por 64,90), para 150mb por 69,90 assim como a transferência de titularidade, mas sem interesse. Ciente do financeiro, do prazo de reativação do serviço no mesmo endereço, em até 3 meses com isenção de taxa e que o cancelamento só será concluído com a remoção do equipamento de sua residência.↵EQUIPAMENTO REMOVIDO;08/06/2023
CANCELADO POR MUDANÇA DE TITULARIDADE.;26/05/2022
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE QUEM MORAVA NO ENDEREÇO ERA SEU FILHO, E O MESMO ESTÁ INDO ESTUDAR FORA. SEM PREVISÃO DE RETORNO PARA O ENDEREÇO. FOI OFERECIDO ATIVAÇÃO DO SERVIÇO EM OUTRO ENDEREÇO E ALTERAÇÃO NA TITULARIDADE. MAS O TITULAR OPTOU PELO CANCELAMENTO. CIENTE DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;03/01/2022
Importado Cancelado do SGP;29/06/2022
CLIENTE VIA ESCRITÓRIO PEDE CANCELAMENTO POIS NO SÍTIO O QUAL IRÁMUDAR NÃO ATENDEMOS NÃO TEM NINGUÉM QUE ACEITE MUDANÇA DE TITULARIDADE.;05/02/2024
EQUIPAMENTO REMOVIDO.;29/09/2022
EM 23/05/2022 A CLIENTE SOLICITOU CANCELAMENTO INFORMANDO QUE VAI PASSAR UM TEMPO FORA DA CIDADE DEVIDO TRATAMENTO. CLIENTE OPTOU POR SUSPENDER O SERVIÇO. CIENTE DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO. INFORMADO FINANCEIRO, E QUE O CONTRATO SÓ SERÁ CANCELADO QUANDO O EQUIPAMENTO FOR REMOVIDO;27/02/2024
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, INFORMANDO INSATISFAÇÃO COM O SERVIÇO -ALEGANDO ESTÁ COM OUTRO PROVEDOR. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, A CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DO BOLETO, E DO PRAZO DE ATÉ 3 MESES. CIENTE DA REMOÇÃO DE EQUIPAMENTO.;09/09/2022
EQUIPAMENTO REMOVIDO.;08/02/2023
CANCELADO POR INADIMPLÊNCIA - REFERENTE AO MÊS DE JULHO E AGOSTO 2023/  MULTA REPOSIÇÃO DE EQUIPAMENTOS REF. AO EQUIPAMENTO ONU + FONTE NÃO DEVOLVIDO;28/12/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO VIAGEM. REALIZADO CONTATO. CLIENTE INFORMA QU VAI PASSAR 3 MESES FORA. OFERECIDO ATIVAÇÃO EM OUTRO ENDEREÇO, SUSPENSÃO TEMPORARIA E ALTERAÇÃO NA TITULARIDADE. CLIENTE OPTOU SUSPESÃO TEMPORARIA. CIENTE DO FINANCEIRO, E DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;13/04/2022
Importado Cancelado do SGP;08/11/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE CONTRATOU SERVIÇO DE 500MB POR 79,90. REALIZOU ENTREGA DE EQUIPAMENTO EM LOJA. PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;21/11/2022
MUDOU DE TITULAR;07/05/2022
CLIENTE VIA ESCRITÓRIO PEDE CANCELAMENTO DO SERVIÇO POIS ESTÁ SEM USO, INFORMOU QUE MANTERIA UM OUTRO PONTO CONOSCO, NÃO ACEITOU OFERTAS.;19/04/2024
Cliente suspensa temporariamente, não está no local e pediu suspensão temporária.↵Ciente do financeiro e da pendência de remoção do equipamento.;03/11/2023
Via WhatsApp, a cliente solicitou cancelamento do contrato informando que já havia contratado outro provedor. Foi proposta a transferência de titularidade, mas sem interesse por parte da cliente. Ciente do financeiro, do prazo de reativação do serviço no mesmo endereço, em até 3 meses com isenção de taxa e que o cancelamento só será concluído com a remoção do equipamento de sua residência.;08/09/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO MUDANÇA, REALIZADO CONTATO COM O TITULAR, OFERECIDO TRANSFERENCIA DO CONTRATO PARA O NOVO ENDEREÇO, MAS O CLIENTE INFORMOU QUE VAI MORAR EM UM CONDOMINIO E O SERVIÇO DE INTERNET É INCLUSO. CIENTE DO PRAZO DE 3 MESES PARA ATIVAÇÃO SEM TAXA DE INSTALAÇÃO.;12/11/2021
EQUIPAMENTO REMOVIDO.;22/02/2023
EQUIPAMENTO REMOVIDO.;30/12/2022
EQUIPAMENTO REMOVIDO.;23/09/2022
CANCELADO POR INADIMPLÊNCIA;06/12/2021
EQUIPAMENTO REMOVIDO.;19/11/2022
CANCELADO POR INADIMPLÊNCIA.;09/09/2022
TITULARIDADE TRANSFERIDA PARA: 263247 - IZAURA MARIA BATISTA DE ARAUJO BEZERRA;15/08/2024
CLIENTE VIA ESCRITÓRIO PEDE CANCELAMENTO INSATISFEITA COM SINAL, OFERTADO PLANOS DESCONTOS E OFERTAS PORÉM NÃO ACEITOU DEVIDO CONTRATAR PLANO MÓVEL.;07/02/2024
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO MUDANÇA DE ENDEREÇO. NÃO FOI INFORMANDO NOVO ENDEREÇO DO CLIENTE. TENTATIVA DE CONTATO SEM SUCESSO. REALIZADO CANCELAMENTO DO CADASTRO. PRAZO DE 3 MESES PARA ATIIVAÇÃO DO SERVIÇO NO MESMO ENDEREÇO.;01/02/2022
"01/03/2024 - TRANSFERENCIA DE TITULARIDADE↵CLIENTE ID : 2387↵NOME/RAZÃO SOCIAL : MORAIS &amp; VALE GM NET LTDA↵CPF/CNPJ: 26.783.434/0001-07";01/03/2024
EQUIPAMENTO REMOVIDO.;15/10/2022
EQUIPAMENTO REMOVIDO.;20/01/2023
CANCELADO POR MUDANÇA DE TITULARIDADE.;29/01/2022
EQUIPAMENTO REMOVIDO.;15/12/2022
CADASTRO NÃO ATIVO.;22/11/2022
EQUIPAMENTO REMOVIDO.;24/05/2022
CLIENTE DANIFICOU EQUIPAMENTO, PAGOU BOLETO REFERENTE A ONU E SOLICITOU CANCELAMENTO.TENTATIVAS DE CONTATO SEM SUCESSO. PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;16/11/2022
EQUIPAMENTO REMOVIDO.;12/01/2023
EQUIPAMENTO REMOVIDO.;09/02/2023
CLIENTE SOLICITOU CANCELAMENTO SEM INFORMAR MOTIVOS. REALIZADO CONTATO. CLIENTE INFORMA TROCA DE PROVEDOR. OFERECIDO ALTERAÇÃO DE PLANO, MAS O MESMO INFORMA QUE DESEJA CANCELAR. FICOU CIENTE DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;18/03/2022
EQUIPAMENTO REMOVIDO.;08/09/2022
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, NÃO INFORMANDO MOTIVOS. TENTATIVAS DE CONTATO SEM SUCESSO. BOLETO PROPORCIONAL DE USO. PRAZO DE ATÉ 3 MESES. GERADO OS REMOÇÃO DE EQUIPAMENTO.;13/10/2022
EQUIPAMENTO REMOVIDO.;15/10/2022
CLIENTE DESEJA CANCELAMENTO DO SERVIÇO POIS HAVIA ENTREGADO OS EQUIPAMENTOS E PAGO OS BOLETOS, NÃO DESEJA MAIS O SERVIÇO, SEM DÉBITOS OU EQUIPAMENTOS PENDENTES.;10/04/2024
EQUIPAMENTO REMOVIDO.;27/12/2022
FINALIZADO CANCELAMENTO QUE HAVIA SIDO SOLICITADO DIA 16/11/2023, CLIENTE FOI ATÉ ESCRITÓRIO E VIA TELEFONE OFERTADO MUDANÇA DE ENDEREÇO E TITULARIDADE PORÉM DESEJOU CANCELAMNTO POIS QUEM UTILIZAVA ERA SEU PAI QUE MUDOU DE ENDEREÇO.;23/11/2023
EQUIPAMENTO REMOVIDO.;22/06/2022
CADASTRO NÃO ATIVO.;22/11/2022
Cliente solicitou cancelamento informando insatisfação com a velocidade e o valor de seu contrato. O mesmo não dá retorno às mensagens.;11/08/2023
REALIZADO MUDANÇA DE TITULARIDADE.;11/02/2022
Cliente solicitou cancelamento informando que está cortando gastos. Tentativa de contato via ligação e whatsapp sem sucesso.;09/08/2023
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, INFORMANDO QUE ESTÁ COM A TCM, E QUEM USA ATUALMENTE OS SERVIÇOS É O SEU PAI. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, A CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DOS BOLETOS, E DO PRAZO DE ATÉ 3 MESES. CIENTE DA REMOÇÃO DE EQUIPAMENTO.;29/08/2022
EQUIPAMENTO REMOVIDO.;24/05/2022
Ciente inativa. Foram feitas várias tentativas de contato, para saber se deseja reativar, mas cliente não responde nem atende as ligações.↵EQUIPAMENTO JÁ REMOVIDO;07/08/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE O SERVIÇO ESTÁ SEM USO, POS ELA E SEU ESPOSO ESÃO SEM CELULAR, FOI OFERECIDO SUSPENSÃO TEMPORARIA, CLIENTE ACEITOU E FICOU CIENTE QUE PODE SUSPENDER UMA VEZ A CADA 12 MESES, EM UM PRAZO MINIMO DE 30 DIAS E MAXIMO DE 120 DIAS.CIENTE QUE ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO, INFORMADO O FINANCEIRO. CINTEQ UE SERÁ REALIZADO A REMOÇÃO DO EQUIPAMENTO.;02/05/2023
CANCELAMENTO POR INADIMPLÊNCIA;29/06/2022
CLIENTE NÃOP RETIDA. SOLICITOU CANCELAMENTO VIA PLATAFORMA POR INSATISFAÇÃO COM O SERVIÇO. VISTO QUE O PACOTE ERA DE 30MB E OFERTADOS OS NOVOS MAS NÃO QUIS. CIENTE DO FINANCEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;17/05/2024
EQUIPAMENTO REMOVIDO.;08/02/2023
Importado Cancelado do SGP;24/11/2022
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO QUE TROCOU DE PROVEDOR. REALZIADO CONTATO. CLIENTE INFORMA QUE JÁ TEM TRÊS MESES QUE ESTÁ COM OUTRO PROVEDOR. SEM INTERESSE EM REATIVAR O SERVIÇO. FICOU CIENTE DO FINANCEIRO DO CONTRATO. A MESMA INFORMA QUE EQUIPAMENTO JÁ FOI REMOVIDO. ( NÃO CONSTA NO CADASTRO) PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;26/03/2022
CLINETE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO MUDANÇA DE ESTADO. SEM PREVISÃO DE RETORNO PARA O ENDEREÇO DE INSTALAÇÃO. OFERECIDO ALTERAÇÃO DE TITULARIDADE, MAS A TITULAR OPTOU PELO CANCELAMENTO. CIENTE DO FINANCEIRO, E DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;07/01/2022
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE ESTÁ INDO EMBORA. NÃO FOI INFORMANDO NOVO ENDEREÇO DO CLIENTE. TENTATIVAS DE CONTATO COM O TITULAR SEM SUCESSO. REALIZADO CANCELAMENTO DO CADASTRO. PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;13/10/2022
Cliente solicitou cancelamento informando insatisfação com a velocidade. A mesma ganhou como cortesia o uso limitado de uma velocidade maior (De 30mb para 150mb). Não havendo interesse pela mudança, a cliente solicitou cancelamento informando que já contatou outro provedor. ↵Ciente do financeiro e da pendência de remoção do equipamento.;18/08/2023
EQUIPAMENTO REMOVIDO.;10/01/2023
Importado Cancelado do SGP;13/01/2023
EQUIPAMENTO REMOVIDO.;06/09/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE MARÇO E ABRIL.↵REMOVIDO ONU + FONTES;13/07/2024
Cliente solicitou cancelamento informando insatisfação com o serviço, a mesma já havia contratado outro provedor e que havia feito o pedido de cancelamento conosco no dia 14/07, foi considerada essa data. ↵Ciente do financeiro e da pendência de remoção do equipamento.;31/08/2023
EQUIPAMENTO REMOVIDO.;31/10/2022
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANO INSATISFAÇÃO. REALIZADO CONTATO COM O TITULAR, O MESMO INFORMA QUE FICOU INSATISFEITO COM A ASSISTENCIA TECNCIA, DEVIDO TER PASSADO FINAL DE SEMANA SEM CONEXÃO. FOI OFERECIDO AO CLIENTE ALTERAÇÃO DE PLANO, MAS O MESMO OPTOU PELO CANCELAMENTO INFORMANDO QUE CONTRATOU OUTRO PROVEDOR. CIENTE DO FINANCEIRO E DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;30/03/2022
EQUIPAMENTO REMOVIDO.;04/10/2022
CLEINTE SOLICITOU CANCELAMENTO INFORMANDO INSATISFAÇÃO, FOI OFERECIDO A CLINTE ALTERAÇÃO DE PLANO, MAS A MESMA OPTOU PELO CANCELAMENTO. TENTATIVAS DE CONTATO SEM SUCESSO. REALIZADO CANCELAMENTO DO CADASTRO. PRAZO DE 3 MESES PARA ATIVAÇÃO DO SERVIÇO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;01/03/2022
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, VIA PLATAFORMA - INFORMANDO MUDANÇA PARA NATAL. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, A CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DO BOLETO, E DO PRAZO DE ATÉ 3 MESES. CIENTE DA REMOÇÃO DE EQUIPAMENTO.;26/08/2022
CLIENTE HAVIA PEDIDO CANCELAMENTO NO ESCRITÓRIO POIS A CASA ESTÁ MORANDO OUTRA PESSOA, QUE JÁ TEM CONTRATO NO LOCAL, NÃO ACEITOU OFERTAS. (FINALIZADO VIA TELEFONE).;26/07/2024
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE JANEIRO E FEVEREIRO.↵EQUIPAMENTO NÂO RECOLHIDO;28/05/2024
CLIENTE DESEJA CANCELAMENTO DO CONTRATO POIS NÃO TEM COMO PAGAR 2 CONTRATOS, OFERTADO DESCONTO E MUDANÇA DE TITULARIDADE PORÉM NÃO ACEITOU, CIENTE DO FINANCEIRO.;02/02/2024
CANCELADO POR FALECIMENTO DO TITULAR. ATESTADO ANEXADO NA ABA DOCUMENTOS.;24/06/2022
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE TROCOU DE PROVEDOR. CLIENTE INFORMA QUE CONTRATOU PLANO DE 28MB . OFERECIDO ALTERAÇÃO DE PLANO PRA 6MB MANTENDO O VALOR DO PLANO ATUAL POR 3 MESES SEM RENOVAÇÃO DE FIDELIDADE, MAS O MESMO OPTOU PELO CANCELAMENTO. FICOU CIENTE DO FINANCEIRO, DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇAÕ DO EQUIPAMENTO↵EQUIPAMENTO REMOVIDO;01/06/2023
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE MARÇO E ABRIL.↵REMOVIDO ONU + ROTEADOR + FONTES;04/07/2024
O cliente solicitou cancelamento informando mudança de endereço. O cliente não informou a cidade destino e nem tem previsão de retorno. Foi proposta a mudança de titularidade e a suspensão temporária do serviço uma vez a cada 12 meses, em um prazo mínimo de 30 dias e máximo de 120 dias. Pra reativar o serviço dentro do prazo no mesmo endereço não é cobrado taxa de instalação. Ciente do financeiro, do prazo de reativação em até 3 meses dentro do prazo no mesmo endereço sem cobrança de taxa e que o cancelamento só será concluído com a remoção do equipamento.↵EQUIPAMENTO REMOVIDO;18/05/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO MUDANÇA. TENTATIVAS DE CONTATO SEM SUCESSO, EM UMA DAS TENTIVAS A CHAMADA CHEGOU A SER ATENDIDA, POREM A LIGAÇÃO CAIU E AS TENTIVAS DE RETORNO FORAM SEM SUCESSO. REALIZADO CANCELAMENTO. PRAZO DE 3 MESES PARA ATIVAÇÃO SEM TAXA NO MESMO ENDEREÇO.;05/01/2022
EQUIPAMENTO REMOVIDO.;29/09/2022
REALIZADO MUDANÇA DE TITULARIDADE;03/12/2021
REALIZADO OUTRO CADASTRO.;05/09/2022
CANCELADO POR MUDANÇA DE TITULARIDADE.;02/04/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE JANEIRO E FEVEREIRO.↵EQUIPAMENTO NÃO REMOVIDO;08/05/2024
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, INFORMANDO MUDANÇA URGENTE - QUEM ATENDEU FOI O ESPOSO DA TITULAR QUE ESTÁ EM VIAGEM. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, A CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DO PRAZO DE ATÉ 3 MESES. CIENTE DA REMOÇÃO DE EQUIPAMENTO.;15/10/2022
CLIENTE HAVIA SOLICITADO CANCELAMENTO DO CONTRATO NO MÊS DE DEZEMBRO, EM CONTATO VIA TELEFONE A MESMA NÃO ACEITOU OFERTAS, CIENTE DO PROPORCIONAL.;27/03/2024
EQUIPAMENTO REMOVIDO.;21/06/2022
CANCELADO POR MUDANÇA DE TITULARIDADE.;04/05/2022
Importado Cancelado do SGP;19/10/2022
CANCELAMENTO POR INADIMPLÊNCIA;11/10/2022
CLIENTE SOLICITA CANCELAMENTO DO CONTRATO POIS ESTÁ INSATISFEITA COM O SINAL, OFERTADO NOVOS PLANOS COM DESCONTO E MUDANÇA DE TITULARIDADE A MESMA NÃO QUIS.;25/10/2023
CLIENTE VIA PLATAFORMA PEDE CANCELAMENTO POIS NÃO UTILIZA O SERVIÇO, OFERTADO SUSPENSÃO TEMPORÁRIA PORÉM NÃO ACEITOU.;20/01/2024
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE OUTUBRO E NOVEMBRO.;11/03/2024
Importado Cancelado do SGP;23/10/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFOTMANDO INSATISFAÇÃO. OFERECIDO ALTERAÇÃO DE PLANO E POSSIVEL TROCA DE EQUIPAMENTO, MAS O TITULAR OPTOU PELO CANCELAMENTO. CIENTE DO FINANCEIRO DO CONTRATO, E DO PRAZO DE 3 MESES PARA ATIVAÇÃO SEM TAXA DE INSTALAÇÃO PARA O MESMO ENDEREÇO.;24/11/2021
Importado Cancelado do SGP;27/09/2023
O cliente solicitou o cancelamento informando que realizou a solicitação de uma visita técnica, pois o mesmo gostaria de que fosse instalado internet via fibra óptica, o cliente informou que teria entrado em contato com o escritório para realizar essa mudança. Porém o escritório o informou que o lugar onde o cliente mora teria uma distancia considerável do CTO. Por esse motivo ficamos impossibilitados de realizar esta instalação da fibra. Entramos em contato com o escritório de Florânia , o mesmo informou que de fato existe esse problema com relação ao distância do CTO e a caso do cliente, mas que já havia solicitado a ampliação para que cliente mais distantes pudessem fazer uso da fibra, mas que não tinha sido atendidos ainda. Entramos em contato com o cliente e o mesmo insistiu que gostaria de cancelar, uma vez que o mesmo já fazia uso da internet de outro provedor. Visto a inviabilidade e a insistência pelo cancelamento, demos continuidade com o cancelamento conforme o solicitado.;11/09/2023
cliente solicitou cancelamento do contrato informando questões financeiras. tentativas de contato sem sucesso. realizado cancelamento do contrato. Prazo de 3 meses para ativação no mesmo endereço sem taxa de instalação.;02/12/2021
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, VIA PLATAFORMA - INFORMANDO MUDANÇA PARA NATAL. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, A CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DOS BOLETOS, E DO PRAZO DE ATÉ 3 MESES. CIENTE DA REMOÇÃO DE EQUIPAMENTO.;13/09/2022
CLIENTE SOLICITOU SUSPENSÃO TEMPORARIA INFORMANDO VIAGEM. FICOU CIENTE QUE QUANDO RETORNAR O PLANO DEVE SER ATUALIZADO. DA REMOÇÃO DO EQUIPAMENTO, DO FINANCEIRO DO CONTRATO E DO PRAZO DE 3 MESES PARA ATIVAÇÃO DO SERVIÇO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;21/03/2022
EQUIPAMENTO REMOVIDO;27/07/2022
